종목코드,종목명,시장구분,종가,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
145270,케이탑리츠,KOSPI,1015,1010,1016,998,22380,22571396,48781685610,48060774
36030,케이티알파,KOSDAQ,5920,5740,5940,5740,43898,257867960,290194155360,49019283
64820,케이프,KOSDAQ,4170,4220,4255,4145,182399,764456335,128860205760,30901728
256940,케이피에스,KOSDAQ,10250,10150,10380,9960,55380,565489640,192173744500,18748658
24880,케이피에프,KOSDAQ,5410,5300,5450,5280,88037,472889090,108126543020,19986422
42040,케이피엠테크,KOSDAQ,562,536,567,536,689364,379986177,95616767514,170136597
54410,케이피티유,KOSDAQ,6110,6170,6170,5930,40467,244931260,30916600000,5060000
258610,케일럼,KOSDAQ,3755,3800,3875,3645,103731,388949530,83161091310,22146762
274090,켄코아에어로스페이스,KOSDAQ,17610,17190,17670,17150,120115,2100948140,224274074490,12735609
402420,켈스,KONEX,12000,12000,12000,11060,4,46560,26718480000,2226540
89010,켐트로닉스,KOSDAQ,22600,21850,22750,21850,50049,1123676400,335794348200,14858157
220260,켐트로스,KOSDAQ,8840,8600,8900,8580,249515,2192563400,234775433880,26558307
176590,코나솔,KONEX,5900,5980,5980,5900,534,3160360,34357664700,5823333
52400,코나아이,KOSDAQ,16370,16120,16390,16120,8057,131456900,245549983630,14999999
402030,코난테크놀로지,KOSDAQ,80000,79900,80800,79000,19066,1525232900,454435520000,5680444
391710,코닉오토메이션,KOSDAQ,3510,3470,3565,3460,94905,335062075,145676309220,41503222
46070,코다코,KOSDAQ,1424,1442,1442,1402,109421,155451851,55627500544,39064256
47770,코데즈컴바인,KOSDAQ,2505,2220,2655,2210,4153903,10253461875,94795718010,37842602
78940,코드네이처,KOSDAQ,864,832,881,830,84357,72575212,39406763520,45609680
80530,코디,KOSDAQ,1297,1298,1331,1270,258342,334023090,36693813506,28291298
417310,코람코더원리츠,KOSPI,4610,4685,4685,4560,54955,252909550,186244000000,40400000
357120,코람코에너지리츠,KOSPI,5470,5470,5560,5440,31880,174651510,484283572780,88534474
104540,코렌텍,KOSDAQ,11420,11520,11710,11290,35071,400385390,143343303260,12551953
27050,코리아나,KOSDAQ,3050,3025,3075,3005,107631,326973520,122000000000,40000000
7815,코리아써우,KOSPI,5700,5750,5750,5660,3425,19499620,16898733000,2964690
7810,코리아써키트,KOSPI,13430,13480,13590,13400,79095,1064164550,317226685930,23620751
00781K,코리아써키트2우B,KOSPI,8450,8500,8640,8420,1154,9813190,6622256550,783699
190650,코리아에셋투자증권,KOSDAQ,7370,7290,7380,7280,8480,62214520,47079560000,6388000
123410,코리아에프티,KOSDAQ,3725,3570,3740,3515,1822252,6652170550,103707963400,27841064
3690,코리안리,KOSPI,7850,7900,7900,7750,75880,592701540,1105460071150,140822939
36690,코맥스,KOSDAQ,3275,3210,3280,3190,20866,67601240,52088671950,15904938
49430,코메론,KOSDAQ,9620,9610,9650,9590,5420,52043140,87041760000,9048000
183300,코미코,KOSDAQ GLOBAL,42500,42000,42600,41550,17657,743886800,425868997500,10020447
41960,코미팜,KOSDAQ,7890,7980,8040,7750,280144,2213035230,506426561640,64185876
89890,코세스,KOSDAQ,9770,9510,9780,9430,59408,576237020,162035078740,16584962
9730,코센,KOSDAQ,4410,4845,4845,4170,220632,983706800,132997057830,30158063
189350,코셋,KONEX,2180,2180,2180,2180,1,2180,10464000000,4800000
82660,코스나인,KOSDAQ,804,776,826,776,1191171,952372619,62595943404,77855651
192820,코스맥스,KOSPI,86800,87400,87400,85000,66512,5730964900,985137381200,11349509
44820,코스맥스비티아이,KOSPI,8780,8840,8890,8750,1196,10520130,84322426380,9603921
222040,코스맥스엔비티,KOSDAQ,4555,4595,4630,4475,24077,109195090,93960540000,20628000
241710,코스메카코리아,KOSDAQ,15850,16050,16190,15370,742904,11777219320,169278000000,10680000
5070,코스모신소재,KOSPI,169300,166400,170400,165000,227796,38422918300,5189172990800,30650756
5420,코스모화학,KOSPI,48750,49100,49650,48150,525511,25744739600,1706651115000,35008228
69110,코스온,KOSDAQ,2630,0,0,0,0,0,62963935800,23940660
355150,코스텍시스,KOSDAQ,3745,3480,3850,3400,2180003,8049269715,137320937215,36667807
169670,코스텍시스템,KONEX,6790,7000,7000,6600,27,183000,19476442790,2868401
71950,코아스,KOSPI,844,751,916,726,17010939,14781188641,26085685240,30907210
166480,코아스템켐온,KOSDAQ,8090,8000,8150,7830,25969,209473440,265921341840,32870376
45970,코아시아,KOSDAQ,9000,8770,9250,8640,1546376,13961076570,236833884000,26314876
196450,코아시아씨엠,KOSDAQ,2010,1920,2020,1920,216557,428933680,82877578260,41232626
29960,코엔텍,KOSDAQ,7240,7220,7270,7190,85498,618689030,362000000000,50000000
2020,코오롱,KOSPI,20050,20200,20200,20000,11794,236526500,253159841300,12626426
3070,코오롱글로벌,KOSPI,14030,13600,14270,13600,39398,550694990,265625963390,18932713
3075,코오롱글로벌우,KOSPI,21800,21500,21800,21400,130,2790400,16148066600,740737
450140,코오롱모빌리티그룹,KOSPI,3755,3680,3795,3680,80798,303095080,235728573750,62777250
45014K,코오롱모빌리티그룹우,KOSPI,8850,8800,8850,8760,6242,54860750,21736662000,2456120
102940,코오롱생명과학,KOSDAQ,31650,32250,32400,31150,14109,445311750,361201067400,11412356
2025,코오롱우,KOSPI,15090,15060,15100,15060,60,905140,16242725100,1076390
120110,코오롱인더,KOSPI,42300,42000,42400,41700,64867,2730331150,1164057549300,27519091
120115,코오롱인더우,KOSPI,24000,24100,24150,23750,882,21171850,66428640000,2767860
950160,코오롱티슈진,KOSDAQ,9960,9970,10020,9890,28568,284105480,686244498000,68900050
138490,코오롱플라스틱,KOSPI,10240,10100,10280,10080,68477,698151830,389120000000,38000000
21240,코웨이,KOSPI,48250,48300,48450,47800,77409,3720732500,3560831616750,73799619
33290,코웰패션,KOSDAQ,4430,4405,4480,4400,146481,650027635,392056036620,88500234
56360,코위버,KOSDAQ,6940,6850,6990,6850,12780,88646520,67989792000,9796800
282880,코윈테크,KOSDAQ,29900,29250,30000,28800,53006,1570135450,300008168200,10033718
121850,코이즈,KOSDAQ,2970,2910,3060,2850,898771,2687877380,90924099750,30614175
15710,코콤,KOSDAQ,5230,5160,5260,5100,21637,112367400,91684515000,17530500
52330,코텍,KOSDAQ,8520,8430,8560,8410,16830,142963140,132695183040,15574552
322780,코퍼스코리아,KOSDAQ,2435,2350,2460,2350,98409,238487985,92365912655,37932613
36420,콘텐트리중앙,KOSPI,23400,23050,23550,22850,46228,1079065350,450738007200,19262308
200130,콜마비앤에이치,KOSDAQ GLOBAL,21250,20850,21300,20850,51004,1077587000,627800607500,29543558
31820,콤텍시스템,KOSPI,841,803,842,801,669846,552658556,101804282906,121051466
294570,쿠콘,KOSDAQ,27300,26900,27550,26450,20329,551054800,279952900500,10254685
192400,쿠쿠홀딩스,KOSPI,16130,16270,16270,16020,2291,36984370,573618044050,35562185
284740,쿠쿠홈시스,KOSPI,24250,23950,24350,23950,5716,138047550,544105252500,22437330
317690,퀀타매트릭스,KOSDAQ,4915,4835,4915,4775,18594,89554355,80996305065,16479411
365270,큐라클,KOSDAQ,10110,10060,10300,9960,17535,176996100,140002956480,13847968
86460,큐러블,KONEX,8500,0,0,0,0,0,24984900000,2939400
60280,큐렉소,KOSDAQ,10360,10030,10420,10030,111180,1143942390,424304056400,40955990
15590,큐로,KOSPI,800,800,829,789,3497096,2819785855,184969310400,231211638
40350,큐로컴,KOSDAQ,568,557,575,551,412422,233070155,71552932096,125973472
51780,큐로홀딩스,KOSDAQ,445,425,451,425,254658,112397984,55367990250,124422450
115180,큐리언트,KOSDAQ,10860,10780,10880,10500,18525,197180490,132125540160,12166256
182360,큐브엔터,KOSDAQ,23800,23400,23900,22800,480078,11264182250,328551550600,13804687
405100,큐알티,KOSDAQ,12150,11990,12230,11940,37809,456030900,145237066200,11953668
66310,큐에스아이,KOSDAQ,9580,9630,9680,9430,9066,87026940,88822129180,9271621
136660,큐엠씨,KONEX,2050,1900,2050,1900,2,3950,19359790000,9443800
16600,큐캐피탈,KOSDAQ,422,421,426,410,471713,197769121,75220281264,178247112
264900,크라운제과,KOSPI,9040,9130,9140,8890,57725,520628570,113215604000,12523850
26490K,크라운제과우,KOSPI,10740,11000,11000,10500,9051,97769060,8308034400,773560
5740,크라운해태홀딩스,KOSPI,6350,6320,6410,6290,11461,72768580,94280653450,14847347
5745,크라운해태홀딩스우,KOSPI,10500,10590,10590,10500,87,913590,6307623000,600726
259960,크래프톤,KOSPI,202500,198300,203000,196700,58427,11735790400,9970551225000,49237290
96240,크레버스,KOSDAQ,19070,19020,19070,18890,10122,191933130,220139579480,11543764
215570,크로넥스,KONEX,2475,2475,2475,2300,403,928370,12568191075,5078057
114120,크루셜텍,KOSDAQ,10850,0,0,0,0,0,24913021350,2296131
110790,크리스에프앤씨,KOSDAQ,19210,18660,19290,18630,9031,172053660,225054370800,11715480
900250,크리스탈신소재,KOSDAQ,3195,3255,3400,3130,14206752,46085505225,306371869605,95891039
83790,크리스탈지노믹스,KOSDAQ,3490,3350,3580,3350,402137,1411510555,246905236140,70746486
45520,크린앤사이언스,KOSDAQ,8080,8030,8110,7970,8691,70089250,52520000000,6500000
36170,클라우드에어,KOSDAQ,880,878,885,871,105758,93044070,54001750880,61365626
214150,클래시스,KOSDAQ GLOBAL,25950,24750,26100,24750,329082,8454269100,1680955416900,64776702
352770,클리노믹스,KOSDAQ,8620,8260,8700,8260,54223,462642060,117405615420,13620141
237880,클리오,KOSDAQ,22550,21900,22900,21700,67235,1507490000,407509010150,18071353
139670,키네마스터,KOSDAQ,6500,6420,6570,6310,22311,144941660,89787607000,13813478
20120,키다리스튜디오,KOSPI,6710,6580,6840,6580,38598,259220940,248073839860,36970766
413600,키움제6호스팩,KOSDAQ,2190,2220,2220,2185,994,2173855,7511700000,3430000
433530,키움제7호스팩,KOSDAQ,2120,2115,2120,2115,4361,9230365,8702600000,4105000
446840,키움제8호스팩,KOSDAQ,2070,2050,2070,2050,1063440,2189010420,12171600000,5880000
39490,키움증권,KOSPI,94400,93700,94900,93600,22191,2090815700,2475122027200,26219513
54780,키이스트,KOSDAQ,8110,7730,8120,7730,46813,376366230,158532601230,19547793
336040,타스컴,KONEX,10000,9990,10100,9990,228,2289520,40841330000,4084133
219130,타이거일렉,KOSDAQ,21700,22900,22900,21700,6909,151617450,137020093000,6314290
346010,타이드,KONEX,8790,8790,8790,8790,1,8790,42719944980,4860062
318660,타임기술,KONEX,1700,1800,1874,1700,23,40274,3658571700,2152101
434190,탈로스,KONEX,7910,8280,8280,7910,1622,12887000,49155255380,6214318
360070,탑머티리얼,KOSDAQ,53400,53500,54300,52500,39732,2124339600,426363916200,7984343
180060,탑선,KONEX,8950,9100,9100,8950,88,789380,83661610700,9347666
65130,탑엔지니어링,KOSDAQ,5750,5660,5780,5660,9905,56595510,91863477750,15976257
134580,탑코미디어,KOSDAQ,5240,5110,5330,5110,17915,93668030,105113582560,20059844
14580,태경비케이,KOSPI,7040,6800,7060,6750,344273,2402095250,194185024000,27583100
15890,태경산업,KOSPI,7570,7510,7610,7410,307164,2303650410,221261637500,29228750
6890,태경케미컬,KOSPI,14000,13900,14090,13860,68493,957668600,162400000000,11600000
23160,태광,KOSDAQ,17300,17210,17340,17180,57848,997901350,458450000000,26500000
3240,태광산업,KOSPI,671000,677000,677000,670000,582,391222000,747091400000,1113400
11280,태림포장,KOSPI,2770,2720,2785,2720,19824,54694060,196132453800,70805940
323280,태성,KOSDAQ,1869,1812,1877,1794,87673,162404603,47168382870,25237230
53620,태양,KOSDAQ,7880,7880,7960,7800,16605,130590880,67768000000,8600000
52960,태양3C,KONEX,4245,4245,4245,4245,30,127350,20745646110,4887078
4100,태양금속,KOSPI,2015,2005,2030,1971,225226,452384601,73950500000,36700000
4105,태양금속우,KOSPI,3525,3500,3540,3500,7428,26225515,11632500000,3300000
116100,태양기계,KONEX,1836,1597,1836,1597,3,5030,11456614296,6239986
9410,태영건설,KOSPI,3995,4025,4025,3990,19568,78203500,155401896510,38899098
9415,태영건설우,KOSPI,5580,5620,5710,5500,19435,108702420,7265952360,1302142
44490,태웅,KOSDAQ,13190,13290,13410,13150,74462,984966820,263897355390,20007381
124560,태웅로직스,KOSDAQ,4385,4275,4405,4255,150389,655668545,168456720840,38416584
1420,태원물산,KOSPI,5390,5730,5750,5150,75383,402971450,40964000000,7600000
7980,태평양물산,KOSPI,1513,1471,1525,1468,200431,299746682,73586375423,48636071
191420,테고사이언스,KOSDAQ,12370,12470,12470,12320,6263,77586670,100306276580,8108834
73640,테라사이언스,KOSDAQ,3130,3145,3240,3110,663526,2103320980,286751194000,91613800
66700,테라젠이텍스,KOSDAQ,5250,5190,5300,5190,28757,150723960,170490783750,32474435
95610,테스,KOSDAQ GLOBAL,20950,20650,21000,20600,39548,822883550,414144334700,19768226
55490,테이팩스,KOSPI,49600,48500,49700,48450,7164,352896100,234243440000,4722650
308700,테크엔,KONEX,357,357,357,357,2,714,1428000000,4000000
64520,테크엘,KOSDAQ,6870,6700,7000,6460,395862,2693376140,79636380480,11591904
89030,테크윙,KOSDAQ,6890,6720,6920,6720,116002,795605870,257366614050,37353645
258050,테크트랜스,KONEX,969,900,969,900,14,12669,9418768179,9720091
54450,텔레칩스,KOSDAQ,17240,17040,17330,16900,103822,1779682330,245539131160,14242409
91440,텔레필드,KOSDAQ,2085,2060,2150,2030,223959,466789700,21346207065,10237989
78000,텔코웨어,KOSPI,9090,9050,9110,9030,3569,32314750,88197597540,9702706
200230,텔콘RF제약,KOSDAQ,1058,1041,1061,1039,53021,55591740,118370577274,111881453
214420,토니모리,KOSPI,5530,5180,5600,5110,321739,1750407310,133023038470,24054799
393210,토마토시스템,KOSDAQ,12310,11210,13200,11040,222730,2768270010,63940872820,5194222
215480,토박스코리아,KOSDAQ,4540,4420,4545,4375,34988,155585055,43651904780,9614957
51360,토비스,KOSDAQ,12420,12200,12430,11820,221926,2695194320,203899860360,16417058
45340,토탈소프트,KOSDAQ,4460,4300,4485,4300,32530,143920065,38168858400,8558040
108230,톱텍,KOSDAQ,8760,8800,8820,8720,23515,206512180,333083626200,38023245
79970,투비소프트,KOSDAQ,1091,1107,1137,1090,521732,581854976,76839460573,70430303
199800,툴젠,KOSDAQ,47400,46850,47900,46800,3476,164625400,375098667600,7913474
417790,트루엔,KOSDAQ,18930,19340,20750,18500,11305305,2.23031E+11,208223374500,10999650
105550,트루윈,KOSDAQ,2045,2035,2055,2025,93483,190592635,90691345070,44347846
290090,트윔,KOSDAQ,13700,13510,13720,13440,6940,93811310,100827917400,7359702
26150,특수건설,KOSDAQ,8260,8060,8280,8020,70827,579732680,144932694060,17546331
322180,티라유텍,KOSDAQ,13030,13050,13200,12610,25658,330043560,71550987500,5491250
117730,티로보틱스,KOSDAQ,15070,15320,15330,14880,277633,4174424970,232705981970,15441671
33830,티비씨,KOSDAQ,1018,1010,1020,999,217680,219525619,101800000000,100000000
57680,티사이언티픽,KOSDAQ,3270,3200,3305,3120,86947,280373735,181842100350,55609205
204610,티쓰리,KOSDAQ,1770,1767,1789,1760,4963282,8291328268,118221344400,66791720
64760,티씨케이,KOSDAQ GLOBAL,98700,97900,98800,96400,13067,1282154900,1152322500000,11675000
246710,티앤알바이오팹,KOSDAQ,13310,13170,13490,13170,16513,220317420,282097703580,21194418
340570,티앤엘,KOSDAQ,53100,53300,53500,51600,63660,3349754400,431596800000,8128000
43220,티에스넥스젠,KOSDAQ,828,800,830,800,106269,86831004,89342673012,107901779
277880,티에스아이,KOSDAQ,11300,11210,11390,11120,111945,1260396630,227701700900,20150593
131290,티에스이,KOSDAQ GLOBAL,35500,33800,35800,33800,70652,2490312800,392680729500,11061429
19180,티에이치엔,KOSPI,3820,3640,3820,3630,490695,1819059880,68760000000,18000000
425420,티에프이,KOSDAQ,9050,8670,9290,8670,416555,3793180860,102998050000,11381000
356860,티엘비,KOSDAQ,18590,18200,18630,18040,21926,404221900,182788591700,9832630
62860,티엘아이,KOSDAQ,5800,0,0,0,0,0,57261776000,9872720
413300,티엘엔지니어링,KONEX,3970,3970,3970,3970,1,3970,4890349220,1231826
363280,티와이홀딩스,KOSPI,10790,10900,10900,10770,7840,84675660,544131801720,50429268
36328K,티와이홀딩스우,KOSPI,10570,10630,10630,10410,1389,14525670,13138657980,1243014
321550,티움바이오,KOSDAQ,10330,10250,10390,10190,15163,155914230,251264141230,24323731
91810,티웨이항공,KOSPI,2935,2910,2995,2910,517485,1529611705,570605888320,194414272
4870,티웨이홀딩스,KOSPI,615,607,617,602,48124,29475393,67822151415,110279921
425040,티이엠씨,KOSDAQ,37600,37300,38050,36400,32154,1204104700,399429086400,10623114
104480,티케이케미칼,KOSDAQ,2650,2600,2655,2595,181467,477130300,240872900100,90895434
81150,티플랙스,KOSDAQ,3990,3930,4005,3905,276607,1098468400,96830923980,24268402
130740,티피씨글로벌,KOSDAQ,3070,3065,3075,3025,19357,59035600,34619404530,11276679
217880,틸론,KONEX,14830,15900,15900,14830,301,4511540,79542855350,5363645
84730,팅크웨어,KOSDAQ,13560,13170,13610,13170,12107,162300930,150643789440,11109424
46210,파나진,KOSDAQ,3645,3625,3655,3575,15583,56328405,117138125700,32136660
58530,파나케이아,KOSDAQ,1620,0,0,0,0,0,29287053360,18078428
34230,파라다이스,KOSDAQ,15080,14750,15110,14750,251662,3768208210,1382425658120,91672789
33540,파라텍,KOSDAQ,959,933,970,933,82320,78568648,70175188461,73175379
43200,파루,KOSDAQ,962,949,975,903,2119181,2010863767,40215751030,41804315
214450,파마리서치,KOSDAQ GLOBAL,117300,114000,118600,112500,193250,22369264400,1196125225800,10197146
217950,파마리서치바이오,KONEX,19960,19900,19960,19900,11,218960,81125244360,4064391
208340,파멥신,KOSDAQ,2710,2585,2745,2540,95928,254484815,69589510060,25678786
5690,파미셀,KOSPI,9070,9000,9100,8950,75774,684798120,544353863480,60016964
177830,파버나인,KOSDAQ,4360,4335,4370,4285,29296,127212375,62298963080,14288753
37070,파세코,KOSDAQ,15070,14970,15210,14910,170054,2557319910,301400000000,20000000
150900,파수,KOSDAQ,7530,7510,7550,7360,9580,71660700,87656142660,11640922
37030,파워넷,KOSDAQ,3830,3690,3905,3650,338730,1291943940,74769459160,19522052
47310,파워로직스,KOSDAQ,6420,6150,6470,6140,209570,1333177770,220982704440,34420982
266870,파워풀엑스,KONEX,1099,999,1099,940,708,666911,7043139320,6408680
368770,파이버프로,KOSDAQ,3580,3500,3650,3480,423540,1508563000,117618125500,32854225
170790,파이오링크,KOSDAQ,14450,14430,14480,14290,2053,29580950,99073968500,6856330
49120,파인디앤씨,KOSDAQ,1513,1494,1554,1494,1497,2276029,45574121509,30121693
38950,파인디지털,KOSDAQ,5250,5100,5330,5090,6713,34659790,53606516250,10210765
441270,파인엠텍,KOSDAQ,10610,10990,11210,10530,598217,6501187590,376249846540,35461814
106240,파인테크닉스,KOSDAQ,2180,2115,2180,2100,92782,198673155,34712264260,15923057
131760,파인텍,KOSDAQ,1206,1197,1215,1195,95382,114716492,51456370644,42666974
65690,파커스,KOSDAQ,1665,1676,1676,1665,29126,48679714,23392136115,14049331
140860,파크시스템스,KOSDAQ,136300,137100,138100,135100,16538,2251461300,947354376700,6950509
91700,파트론,KOSDAQ GLOBAL,8250,8160,8290,8160,130115,1073568020,486075265500,58918214
202960,판도라티비,KONEX,850,900,900,800,2162,1735690,10128244700,11915582
32800,판타지오,KOSDAQ,567,618,675,557,8453890,5084188791,54458178390,96046170
318010,팜스빌,KOSDAQ,8900,8930,8970,8770,5407,47813200,70571108200,7929338
36580,팜스코,KOSPI,3835,3980,3980,3815,69914,269478740,140851661405,36727943
27710,팜스토리,KOSDAQ,2125,2190,2230,2085,5801815,12495849295,236760275000,111416600
4720,팜젠사이언스,KOSPI,6140,6170,6200,6040,51364,314746410,97299278320,15846788
225590,패션플랫폼,KOSDAQ,1507,1466,1510,1439,483985,718601583,40141526491,26636713
54300,팬스타엔터프라이즈,KOSDAQ,741,760,784,720,649707,477737154,45122124255,60893555
68050,팬엔터테인먼트,KOSDAQ,5510,5110,5540,5110,405265,2199125830,152594358760,27694076
28670,팬오션,KOSPI,5110,5070,5140,5060,745173,3806240740,2731650206320,534569512
222110,팬젠,KOSDAQ,5820,5900,5900,5790,1950,11339690,62143806600,10677630
10820,퍼스텍,KOSPI,4310,4300,4455,4165,13044502,56552302515,207144892600,48061460
16800,퍼시스,KOSPI,29350,29250,29500,29250,403,11864900,337525000000,11500000
263750,펄어비스,KOSDAQ GLOBAL,45650,45250,46200,45100,148077,6775962700,2932547554750,64239815
251970,펌텍코리아,KOSDAQ,20550,20900,20900,20150,74586,1523691300,254820000000,12400000
1020,페이퍼코리아,KOSPI,1023,1010,1027,1000,68173,69157853,48660846630,47566810
327610,펨토바이오메드,KONEX,8600,8950,8950,8600,794,6853000,72250939200,8401272
168360,펨트론,KOSDAQ,11940,11560,12250,11290,311797,3735670720,127091055480,10644142
87010,펩트론,KOSDAQ,7480,7340,7500,7340,19139,142364490,154288860440,20626853
90080,평화산업,KOSPI,1809,1663,1866,1636,22281700,39694785487,99318186531,54902259
10770,평화홀딩스,KOSPI,4135,4100,4245,4035,742505,3084204970,60476301910,14625466
119500,포메탈,KOSDAQ,4005,3980,4075,3965,189637,760429125,47448164160,11847232
389140,포바이포,KOSDAQ,12230,11380,12320,11240,209715,2507508770,134520644050,10999235
22100,포스코DX,KOSDAQ GLOBAL,11570,11500,11640,11380,1226570,14154135540,1759041814530,152034729
58430,포스코스틸리온,KOSPI,44450,43700,44850,43650,32176,1428280800,266700000000,6000000
9520,포스코엠텍,KOSDAQ,20600,20000,20900,19720,675648,13786801150,857839681800,41642703
47050,포스코인터내셔널,KOSPI,28500,28450,29050,28000,1034501,29560907850,5013799458000,175922788
3670,포스코퓨처엠,KOSPI,309500,306000,312500,305000,317674,98392251500,23974866590000,77463220
189690,포시에스,KOSDAQ,7710,7740,7750,7550,36892,283577640,70217460330,9107323
318020,포인트모바일,KOSDAQ,18100,0,0,0,0,0,229187123200,12662272
256630,포인트엔지니어링,KOSDAQ,2030,2005,2030,1990,20652,41396220,117734056160,57997072
331380,포커스에이치엔에스,KOSDAQ,2140,2105,2155,2040,124489,264286050,40763965480,19048582
234100,폴라리스세원,KOSDAQ,2500,2415,2525,2365,1189505,2930605780,122369480000,48947792
41020,폴라리스오피스,KOSDAQ,2340,2320,2385,2265,843165,1970793435,116357665320,49725498
114630,폴라리스우노,KOSDAQ,859,859,862,844,320888,274087417,54735412998,63719922
290720,푸드나무,KOSDAQ,8050,8030,8240,8030,9305,75786690,107894616900,13403058
5670,푸드웰,KOSDAQ,5460,5400,5480,5360,6692,36393100,54600000000,10000000
94940,푸른기술,KOSDAQ,8700,8540,8700,8190,55981,479001920,72744058200,8361386
7330,푸른저축은행,KOSDAQ,8880,9280,9280,8800,3717,33357460,133935264000,15082800
17810,풀무원,KOSPI,10680,10870,10930,10620,46916,506130190,407127388560,38120542
93380,풍강,KOSDAQ,4130,4205,4220,4105,91713,378750150,40801562690,9879313
23900,풍국주정,KOSDAQ,13000,12970,13160,12840,5327,69287580,163800000000,12600000
103140,풍산,KOSPI,39800,39600,39850,39250,195638,7728384000,1115366264400,28024278
5810,풍산홀딩스,KOSPI,34550,34100,34650,34100,6737,232096000,345449142400,9998528
371950,풍원정밀,KOSDAQ,10720,10280,10910,10240,93667,1000251300,225554031360,21040488
370090,퓨런티어,KOSDAQ,29950,28100,30750,27800,338117,10116255650,245045808500,8181830
341170,퓨쳐메디신,KONEX,7190,7180,7250,7000,2317,16633440,70211284700,9765130
220100,퓨쳐켐,KOSDAQ,7800,7800,7850,7700,22531,174763640,172396809000,22102155
35200,프럼파스트,KOSDAQ,3635,3650,3685,3620,11241,40994065,35370694650,9730590
334970,프레스티지바이오로직스,KOSDAQ,4175,3975,4305,3975,238272,996714640,255125770575,61107969
950210,프레스티지바이오파마,KOSPI,9500,9300,9650,9260,24775,235876090,570913472500,60096155
203690,프로스테믹스,KOSDAQ,3385,3595,3630,3375,50505,174359055,31077749315,9181019
321260,프로이천,KOSDAQ,2855,2420,2965,2420,10730289,30344007220,80488399820,28192084
303360,프로테옴텍,KONEX,6190,6240,6240,5800,535,3295950,69493365850,11226715
53610,프로텍,KOSDAQ,23350,22600,23500,22600,20252,469005800,256850000000,11000000
377220,프롬바이오,KOSDAQ,8230,8100,8340,8070,56492,465631390,116495650000,14155000
335810,프리시젼바이오,KOSDAQ,5590,5570,5640,5510,3618,20198240,64795512340,11591326
53160,프리엠스,KOSDAQ,8420,8340,8470,8050,46587,386569170,50520000000,6000000
405000,플라즈맵,KOSDAQ,5540,5510,5650,5500,105558,586937450,101806807200,18376680
41590,플래스크,KOSDAQ,1100,1100,1122,1087,121107,132972092,144144201300,131040183
367000,플래티어,KOSDAQ,11530,11010,11690,11010,25798,295228030,96053051710,8330707
75130,플랜티넷,KOSDAQ,2495,2460,2515,2435,83274,206355855,41472688400,16622320
222670,플럼라인생명과학,KONEX,5000,5400,5400,5000,1649,8475600,14645950000,2929190
9810,플레이그램,KOSPI,735,710,741,700,316181,228703213,93161387445,126750187
237820,플레이디,KOSDAQ,5430,5250,5430,5220,10971,58487900,69651370200,12827140
23770,플레이위드,KOSDAQ,7170,7290,7290,6960,54347,386272260,62858099400,8766820
300080,플리토,KOSDAQ,28300,27800,28800,27500,49305,1378355000,148064071800,5231946
150440,피노텍,KONEX,994,0,0,0,0,0,9508019528,9565412
32580,피델릭스,KOSDAQ,1182,1171,1189,1169,98647,116502728,39162099648,33132064
51380,피씨디렉트,KOSDAQ,7340,7180,7400,7100,33807,246618400,56298064240,7670036
241820,피씨엘,KOSDAQ,9810,9970,9970,9610,2516,24710200,117486875160,11976236
237750,피앤씨테크,KOSDAQ,6240,6060,6330,6060,46003,283242680,40538784000,6496600
319660,피에스케이,KOSDAQ GLOBAL,19540,19140,19590,19010,92286,1795030230,566009591560,28966714
31980,피에스케이홀딩스,KOSDAQ,9570,9470,9580,9410,10235,97331360,206352120150,21562395
2230,피에스텍,KOSDAQ,4490,4410,4555,4390,11793,52973710,86974321770,19370673
57880,피에이치씨,KOSDAQ,1740,0,0,0,0,0,206724832500,118807375
43370,피에이치에이,KOSDAQ,10420,9840,10440,9640,193842,1970304600,218820000000,21000000
242350,피엔아이컴퍼니,KONEX,4590,4590,4590,4305,9228,42011520,21878326800,4766520
239890,피엔에이치테크,KOSDAQ,27000,25200,27150,24950,457180,12096613700,248579064000,9206632
347740,피엔케이피부임상연구센타,KOSDAQ,3280,3165,3325,3110,94066,303320320,98434689280,30010576
137400,피엔티,KOSDAQ GLOBAL,51300,50600,51400,50300,151568,7721135000,1166623457400,22741198
147760,피엠티,KOSDAQ,4260,4200,4290,4160,2400,10174300,46092629160,10819866
128660,피제이메탈,KOSDAQ,3835,3830,3875,3810,19913,76413570,95120920115,24803369
6140,피제이전자,KOSDAQ,6110,5990,6150,5990,11992,72591070,91650000000,15000000
376180,피코그램,KOSDAQ,8840,8570,8940,8570,107506,947312680,162805024720,18416858
304840,피플바이오,KOSDAQ,11500,11210,11550,11200,66511,758248190,138037996000,12003304
62970,피피아이,KOSDAQ,2535,2575,2575,2500,34940,88171780,23596248975,9308185
87600,픽셀플러스,KOSDAQ,7380,7220,7400,7110,10538,76863490,60269198040,8166558
291810,핀텔,KOSDAQ,7080,7140,7210,7000,150023,1065899430,80056476960,11307412
161580,필옵틱스,KOSDAQ,9810,9620,9880,9600,78244,767081410,215948285370,22013077
347770,핌스,KOSDAQ,13670,13030,13690,12830,35205,472079890,106879086380,7818514
163730,핑거,KOSDAQ,11560,11180,11700,11180,18021,206585620,107985092760,9341271
